emg;time
1572;4915
1567;4917
1564;4920
1563;4922
1562;4924
1562;4927
1563;4929
1571;4932
1578;4934
1578;4936
1577;4939
1573;4941
1568;4944
1565;4946
1564;4950
1564;4952
1565;4954
1570;4957
1571;4959
1570;4962
1568;4964
1566;4966
1564;4969
1564;4971
1566;4974
1567;4976
1566;4978
1567;4981
1567;4983
1566;4986
1564;4988
1564;4990
1564;4994
1564;4996
1563;4999
1563;5001
1563;5003
1567;5006
1574;5008
1576;5011
1577;5013
1575;5016
1570;5018
1564;5020
1560;5023
1557;5025
1557;5028
1557;5030
1561;5032
1563;5036
1562;5038
1559;5041
1557;5043
1554;5045
1551;5048
1549;5050
1548;5053
1548;5055
1548;5057
1550;5060
1553;5062
1553;5065
1553;5067
1551;5069
1550;5072
1548;5074
1546;5078
1548;5080
1551;5083
1553;5085
1554;5087
1553;5090
1550;5092
1548;5095
1545;5097
1543;5099
1542;5102
1543;5104
1547;5107
1553;5109
1553;5111
1551;5114
1548;5116
1544;5120
1542;5122
1540;5124
1539;5127
1538;5129
1536;5132
1536;5134
1538;5136
1539;5139
1539;5141
1538;5144
1538;5146
1539;5149
1539;5151
1539;5153
1538;5156
1537;5158
1536;5161
1537;5164
1537;5166
1538;5169
1539;5171
1542;5174
1545;5176
1543;5178
1540;5181
1534;5183
1530;5186
1527;5188
1526;5190
1525;5193
1524;5195
1525;5198
1526;5200
1529;5202
1530;5206
1531;5208
1531;5211
1529;5213
1525;5215
1523;5218
1521;5220
1521;5223
1520;5225
1521;5227
1521;5230
1520;5232
1520;5235
1520;5237
1520;5239
1521;5242
1523;5244
1527;5248
1530;5250
1534;5253
1535;5255
1530;5257
1525;5260
1522;5262
1519;5265
1517;5267
1517;5269
1516;5272
1516;5274
1520;5277
1524;5279
1524;5281
1523;5284
1520;5286
1516;5289
1513;5292
1511;5294
1510;5297
1510;5299
1510;5302
1511;5304
1512;5306
1513;5309
1514;5311
1514;5314
1513;5316
1513;5318
1512;5321
1517;5323
1523;5326
1528;5328
1526;5331
1522;5334
1519;5336
1523;5339
1524;5341
1520;5344
1516;5346
1511;5348
1508;5351
1506;5353
1508;5356
1510;5358
1511;5360
1509;5363
1505;5365
1501;5368
1499;5370
1500;5372
1499;5376
1499;5378
1499;5381
1499;5383
1499;5385
1500;5388
1501;5390
1501;5393
1500;5395
1499;5397
1501;5400
1503;5402
1507;5405
1508;5407
1510;5410
1508;5412
1504;5414
1501;5417
1497;5420
1496;5423
1498;5425
1500;5427
1502;5430
1505;5432
1505;5435
1502;5437
1500;5439
1497;5442
1495;5444
1497;5447
1497;5449
1497;5451
1494;5454
1493;5456
1493;5459
1493;5462
1493;5464
1493;5467
1492;5469
1493;5472
1494;5474
1494;5476
1493;5479
1493;5481
1493;5484
1493;5486
1493;5489
1493;5491
1494;5493
1500;5496
1507;5498
1510;5501
1510;5504
1508;5506
1503;5509
1498;5511
1497;5514
1500;5516
1501;5518
1501;5521
1501;5523
1501;5526
1498;5528
1498;5530
1499;5533
1498;5535
1496;5538
1495;5540
1496;5542
1500;5545
1507;5548
1512;5551
1509;5553
1504;5555
1500;5558
1497;5560
1496;5563
1495;5565
1495;5568
1497;5570
1501;5572
1502;5575
1504;5577
1501;5580
1499;5582
1498;5584
1500;5587
1499;5590
1496;5593
1497;5595
1497;5597
1496;5600
1495;5602
1493;5605
1492;5607
1492;5609
1494;5612
1496;5614
1496;5617
1495;5619
1494;5621
1492;5624
1492;5626
1491;5629
1491;5632
1492;5634
1493;5637
1494;5639
1494;5642
1493;5644
1493;5647
1495;5649
1499;5651
1500;5654
1497;5656
1494;5659
1493;5661
1491;5663
1490;5666
1491;5668
1493;5671
1494;5673
1495;5676
1496;5679
1497;5681
1496;5684
1495;5686
1492;5688
1489;5691
1488;5693
1489;5696
1490;5698
1491;5700
1491;5703
1490;5705
1490;5708
1492;5710
1494;5712
1495;5715
1494;5718
1490;5721
1489;5723
1490;5726
1493;5728
1493;5730
1493;5733
1490;5735
1489;5738
1489;5740
1489;5742
1486;5745
1484;5747
1483;5750
1483;5752
1486;5754
1487;5757
1486;5760
1486;5763
1485;5765
1485;5767
1484;5770
1484;5772
1485;5775
1485;5777
1485;5779
1483;5782
1481;5784
1480;5787
1480;5789
1484;5791
1489;5794
1492;5796
1495;5799
1496;5801
1493;5805
1491;5807
1489;5809
1486;5812
1485;5814
1486;5817
1485;5819
1485;5821
1485;5824
1488;5826
1490;5829
1489;5831
1489;5833
1489;5836
1487;5838
1486;5841
1482;5843
1480;5846
1479;5849
1480;5851
1480;5854
1480;5856
1479;5858
1478;5861
1478;5863
1478;5866
1478;5868
1480;5870
1480;5873
1479;5875
1479;5878
1478;5880
1480;5883
1483;5885
